cache_capacity,model,reward_mean,paper_hit_mean,local_hit_mean,neighbor_mean,cloud_mean
10.0,Random,-94.9,0.006944444444444444,0.0,0.006944444444444444,0.9930555555555555
10.0,BSG-like,-3.6000000000000014,0.005208333333333333,0.005208333333333333,0.0,0.9947916666666666
10.0,C-epsilon-greedy,-19.5,0.06495310245310244,0.03816738816738817,0.026785714285714284,0.9350468975468975
10.0,TemporalGraph,12.500000000000009,0.078125,0.049652777777777775,0.028472222222222218,0.921875
20.0,Random,-190.20000000000002,0.006944444444444444,0.0,0.006944444444444444,0.9930555555555555
20.0,BSG-like,-6.5000000000000036,0.03298611111111111,0.03298611111111111,0.0,0.9670138888888888
20.0,C-epsilon-greedy,-65.80000000000001,0.09312770562770563,0.06038961038961039,0.03273809523809524,0.9068722943722943
20.0,TemporalGraph,18.10000000000001,0.13349358974358974,0.05606303418803419,0.07743055555555556,0.8665064102564101
