episode,reward,local_hit_rate,neighbor_fetch_rate,cloud_fetch_rate
39,21847.00000000,0.14409091,0.09657576,0.75933333
40,21837.00000000,0.14384848,0.09724242,0.75890909
41,22567.00000000,0.15148485,0.08881818,0.75969697
42,21113.00000000,0.13872727,0.09578788,0.76548485
43,24521.00000000,0.16139394,0.10839394,0.73021212
44,22734.00000000,0.15075758,0.09678788,0.75245455
45,22618.00000000,0.14851515,0.10224242,0.74924242
46,21145.00000000,0.13957576,0.09336364,0.76706061
47,22498.00000000,0.14833333,0.09933333,0.75233333
48,23170.00000000,0.15681818,0.08575758,0.75742424
49,22950.00000000,0.15193939,0.09860606,0.74945455
50,22331.00000000,0.14624242,0.10263636,0.75112121
51,23335.00000000,0.15436364,0.10057576,0.74506061
52,21691.00000000,0.14533333,0.08687879,0.76778788
53,22208.00000000,0.14803030,0.09175758,0.76021212
54,23427.00000000,0.15669697,0.09403030,0.74927273
55,21312.00000000,0.14006061,0.09648485,0.76345455
56,22467.00000000,0.14918182,0.09500000,0.75581818
57,22079.00000000,0.14445455,0.10215152,0.75339394
58,24063.00000000,0.15893939,0.10433333,0.73672727
59,22075.00000000,0.14466667,0.10118182,0.75415152
60,23622.00000000,0.15593939,0.10296970,0.74109091
61,23779.00000000,0.15987879,0.09196970,0.74815152
62,23091.00000000,0.15106061,0.10639394,0.74254545
63,22891.00000000,0.14954545,0.10639394,0.74406061
64,23672.00000000,0.15448485,0.11030303,0.73521212
65,22356.00000000,0.14918182,0.09163636,0.75918182
66,23740.00000000,0.15790909,0.09866667,0.74342424
67,23503.00000000,0.15518182,0.10239394,0.74242424
68,22056.00000000,0.14769697,0.08848485,0.76381818
69,22377.00000000,0.14987879,0.08948485,0.76063636
70,21694.00000000,0.14021212,0.10745455,0.75233333
71,22037.00000000,0.14763636,0.08815152,0.76421212
72,24744.00000000,0.16324242,0.10775758,0.72900000
73,22727.00000000,0.14869697,0.10481818,0.74648485
74,24006.00000000,0.15900000,0.10236364,0.73863636
75,21632.00000000,0.14557576,0.08412121,0.77030303
76,23513.00000000,0.15527273,0.10233333,0.74239394
77,21580.00000000,0.14127273,0.09975758,0.75896970
78,22036.00000000,0.14818182,0.08593939,0.76587879
79,20602.00000000,0.13703030,0.08709091,0.77587879
80,21958.00000000,0.14406061,0.10006061,0.75587879
81,21556.00000000,0.14172727,0.09721212,0.76106061
82,22697.00000000,0.14809091,0.10633333,0.74557576
83,22078.00000000,0.14500000,0.09993939,0.75506061
84,23328.00000000,0.15275758,0.10678788,0.74045455
85,22594.00000000,0.14969697,0.09678788,0.75351515
86,23950.00000000,0.15803030,0.10454545,0.73742424
87,21947.00000000,0.14600000,0.09196970,0.76203030
88,22335.00000000,0.15051515,0.08566667,0.76381818
89,20980.00000000,0.13990909,0.08703030,0.77306061
90,22251.00000000,0.14636364,0.09972727,0.75390909
91,23817.00000000,0.15766667,0.10196970,0.74036364
92,22053.00000000,0.14754545,0.08900000,0.76345455
93,23212.00000000,0.15112121,0.10981818,0.73906061
94,22598.00000000,0.15066667,0.09303030,0.75630303
95,22409.00000000,0.14754545,0.09978788,0.75266667
96,23064.00000000,0.15242424,0.10012121,0.74745455
97,21573.00000000,0.14345455,0.09081818,0.76572727
98,21527.00000000,0.14206061,0.09500000,0.76293939
99,23204.00000000,0.15306061,0.10181818,0.74512121
100,23258.00000000,0.15503030,0.09557576,0.74939394
101,22566.00000000,0.14906061,0.09848485,0.75245455
102,22977.00000000,0.15096970,0.10330303,0.74572727
103,23069.00000000,0.15142424,0.10427273,0.74430303
104,22366.00000000,0.14718182,0.09993939,0.75287879
105,22260.00000000,0.14893939,0.08969697,0.76136364
106,23368.00000000,0.15736364,0.08957576,0.75306061
107,21658.00000000,0.14148485,0.10127273,0.75724242
108,22414.00000000,0.14939394,0.09254545,0.75806061
109,23279.00000000,0.15375758,0.10130303,0.74493939
110,22005.00000000,0.14500000,0.09772727,0.75727273
111,22684.00000000,0.15030303,0.09709091,0.75260606
112,21145.00000000,0.14257576,0.08136364,0.77606061
113,23467.00000000,0.15336364,0.10857576,0.73806061
114,21516.00000000,0.14069697,0.10012121,0.75918182
115,21694.00000000,0.14366667,0.09363636,0.76269697
116,23062.00000000,0.15221212,0.10090909,0.74687879
117,24670.00000000,0.16218182,0.10975758,0.72806061
118,22820.00000000,0.15027273,0.10133333,0.74839394
119,20865.00000000,0.13872727,0.08827273,0.77300000
120,23075.00000000,0.15293939,0.09839394,0.74866667
121,22983.00000000,0.15278788,0.09621212,0.75100000
122,24519.00000000,0.16390909,0.09827273,0.73781818
123,22080.00000000,0.14409091,0.10363636,0.75227273
124,23192.00000000,0.15409091,0.09733333,0.74857576
125,22697.00000000,0.14884848,0.10330303,0.74784848
126,21265.00000000,0.14293939,0.08354545,0.77351515
127,22169.00000000,0.14566667,0.10003030,0.75430303
128,21699.00000000,0.14463636,0.08990909,0.76545455
129,22356.00000000,0.14660606,0.10193939,0.75145455
130,23546.00000000,0.15618182,0.09969697,0.74412121
131,21736.00000000,0.14357576,0.09527273,0.76115152
132,23204.00000000,0.15427273,0.09696970,0.74875758
133,23924.00000000,0.15990909,0.09624242,0.74384848
134,21786.00000000,0.14369697,0.09630303,0.76000000
135,23430.00000000,0.15266667,0.11024242,0.73709091
136,22923.00000000,0.15027273,0.10445455,0.74527273
137,21409.00000000,0.14072727,0.09675758,0.76251515
138,20985.00000000,0.13781818,0.09554545,0.76663636
139,22236.00000000,0.14836364,0.09127273,0.76036364
140,21188.00000000,0.13978788,0.09381818,0.76639394
141,22838.00000000,0.15163636,0.09642424,0.75193939
142,22687.00000000,0.14924242,0.10142424,0.74933333
143,21618.00000000,0.14327273,0.09290909,0.76381818
144,23527.00000000,0.15606061,0.09960606,0.74433333
145,22117.00000000,0.14748485,0.09118182,0.76133333
146,21765.00000000,0.14351515,0.09639394,0.76009091
147,22880.00000000,0.15296970,0.09236364,0.75466667
148,23633.00000000,0.15566667,0.10439394,0.73993939
149,23009.00000000,0.15224242,0.09918182,0.74857576
150,22214.00000000,0.14590909,0.10042424,0.75366667
151,21707.00000000,0.14606061,0.08445455,0.76948485
152,21803.00000000,0.14578788,0.08845455,0.76575758
153,23063.00000000,0.15330303,0.09657576,0.75012121
154,22515.00000000,0.14872727,0.09827273,0.75300000
155,24450.00000000,0.16200000,0.10381818,0.73418182
156,20657.00000000,0.13757576,0.08657576,0.77584848
157,23118.00000000,0.15248485,0.10151515,0.74600000
158,22260.00000000,0.14572727,0.10254545,0.75172727
159,21496.00000000,0.14212121,0.09381818,0.76406061
160,23225.00000000,0.15209091,0.10633333,0.74157576
161,23810.00000000,0.15730303,0.10321212,0.73948485
162,22421.00000000,0.14857576,0.09603030,0.75539394
163,20835.00000000,0.13809091,0.08990909,0.77200000
164,23238.00000000,0.15515152,0.09448485,0.75036364
165,23282.00000000,0.15381818,0.10115152,0.74503030
166,21447.00000000,0.14045455,0.09900000,0.76054545
167,23025.00000000,0.15218182,0.09990909,0.74790909
168,22999.00000000,0.15187879,0.10033333,0.74778788
169,20727.00000000,0.13590909,0.09536364,0.76872727
170,22489.00000000,0.15018182,0.09166667,0.75815152
171,20622.00000000,0.13196970,0.10793939,0.76009091
172,23381.00000000,0.15436364,0.10196970,0.74366667
173,23905.00000000,0.15584848,0.11190909,0.73224242
174,21328.00000000,0.14100000,0.09321212,0.76578788
175,23033.00000000,0.15342424,0.09518182,0.75139394
176,23284.00000000,0.15521212,0.09563636,0.74915152
177,22056.00000000,0.14487879,0.09975758,0.75536364
178,24502.00000000,0.16293939,0.10163636,0.73542424
179,24020.00000000,0.15669697,0.11200000,0.73130303
180,23327.00000000,0.15284848,0.10639394,0.74075758
181,21089.00000000,0.13790909,0.09833333,0.76375758
182,22004.00000000,0.14487879,0.09818182,0.75693939
183,20930.00000000,0.13893939,0.08939394,0.77166667
184,21602.00000000,0.14093939,0.10175758,0.75730303
185,22330.00000000,0.14690909,0.09993939,0.75315152
186,23746.00000000,0.15830303,0.09727273,0.74442424
187,21621.00000000,0.14375758,0.09106061,0.76518182
188,22580.00000000,0.14921212,0.09830303,0.75248485
189,23062.00000000,0.15500000,0.08975758,0.75524242
190,22329.00000000,0.14751515,0.09748485,0.75500000
191,23327.00000000,0.15330303,0.10457576,0.74212121
192,22904.00000000,0.15239394,0.09539394,0.75221212
193,20863.00000000,0.13539394,0.10154545,0.76306061
194,23034.00000000,0.15248485,0.09896970,0.74854545
195,23862.00000000,0.15830303,0.10078788,0.74090909
196,22310.00000000,0.14806061,0.09472727,0.75721212
197,22484.00000000,0.14709091,0.10387879,0.74903030
198,21358.00000000,0.13966667,0.09945455,0.76087879
199,24098.00000000,0.15987879,0.10163636,0.73848485
200,21756.00000000,0.14327273,0.09709091,0.75963636
201,22146.00000000,0.14533333,0.10066667,0.75400000
202,23989.00000000,0.16009091,0.09748485,0.74242424
203,23525.00000000,0.15718182,0.09506061,0.74775758
204,23542.00000000,0.15518182,0.10357576,0.74124242
205,23799.00000000,0.15727273,0.10300000,0.73972727
206,23621.00000000,0.15718182,0.09796970,0.74484848
207,23671.00000000,0.15775758,0.09718182,0.74506061
208,23661.00000000,0.15696970,0.10003030,0.74300000
209,21164.00000000,0.13984848,0.09284848,0.76730303
210,22443.00000000,0.14966667,0.09233333,0.75800000
211,22485.00000000,0.14769697,0.10148485,0.75081818
212,22287.00000000,0.14772727,0.09536364,0.75690909
213,23360.00000000,0.15387879,0.10327273,0.74284848
214,23179.00000000,0.15348485,0.09936364,0.74715152
215,24195.00000000,0.16221212,0.09524242,0.74254545
216,22301.00000000,0.14869697,0.09190909,0.75939394
217,21894.00000000,0.14503030,0.09424242,0.76072727
218,21846.00000000,0.14381818,0.09763636,0.75854545
219,23311.00000000,0.15427273,0.10021212,0.74551515
220,20958.00000000,0.14069697,0.08321212,0.77609091
221,21536.00000000,0.13996970,0.10363636,0.75639394
222,22243.00000000,0.14712121,0.09645455,0.75642424
223,22981.00000000,0.15342424,0.09360606,0.75296970
224,23197.00000000,0.15439394,0.09627273,0.74933333
225,23429.00000000,0.15406061,0.10463636,0.74130303
226,22335.00000000,0.14593939,0.10396970,0.75009091
227,21834.00000000,0.14393939,0.09678788,0.75927273
228,23698.00000000,0.15690909,0.10139394,0.74169697
229,22847.00000000,0.15187879,0.09572727,0.75239394
230,22999.00000000,0.15275758,0.09681818,0.75042424
231,23098.00000000,0.15221212,0.10200000,0.74578788
232,23200.00000000,0.15130303,0.10872727,0.73996970
233,22955.00000000,0.15239394,0.09693939,0.75066667
234,21238.00000000,0.14078788,0.09133333,0.76787879
235,22789.00000000,0.14993939,0.10172727,0.74833333
236,21949.00000000,0.14648485,0.09009091,0.76342424
237,22726.00000000,0.14924242,0.10260606,0.74815152
238,20697.00000000,0.13539394,0.09651515,0.76809091
239,22333.00000000,0.14818182,0.09493939,0.75687879
240,22674.00000000,0.15148485,0.09206061,0.75645455
241,23637.00000000,0.15636364,0.10172727,0.74190909
242,22064.00000000,0.14309091,0.10715152,0.74975758
243,22257.00000000,0.14860606,0.09093939,0.76045455
244,22055.00000000,0.14700000,0.09124242,0.76175758
245,23198.00000000,0.15181818,0.10660606,0.74157576
246,23050.00000000,0.15481818,0.09012121,0.75506061
247,23483.00000000,0.15481818,0.10324242,0.74193939
248,23093.00000000,0.15378788,0.09554545,0.75066667
249,24659.00000000,0.16354545,0.10396970,0.73248485
250,22624.00000000,0.14836364,0.10303030,0.74860606
251,22486.00000000,0.14933333,0.09496970,0.75569697
252,22605.00000000,0.15078788,0.09275758,0.75645455
253,22522.00000000,0.15103030,0.08927273,0.75969697
254,22759.00000000,0.15018182,0.09984848,0.74996970
255,23220.00000000,0.15433333,0.09721212,0.74845455
256,22762.00000000,0.15275758,0.08963636,0.75760606
257,22457.00000000,0.14869697,0.09663636,0.75466667
258,21954.00000000,0.14524242,0.09521212,0.75954545
259,23356.00000000,0.15066667,0.11600000,0.73333333
260,21513.00000000,0.14360606,0.08839394,0.76800000
261,21636.00000000,0.14115152,0.10193939,0.75690909
262,21774.00000000,0.14439394,0.09315152,0.76245455
263,22549.00000000,0.14993939,0.09445455,0.75560606
264,23518.00000000,0.15481818,0.10430303,0.74087879
265,22663.00000000,0.14954545,0.09948485,0.75096970
266,21480.00000000,0.14348485,0.08787879,0.76863636
267,22116.00000000,0.14521212,0.10024242,0.75454545
268,22167.00000000,0.14760606,0.09221212,0.76018182
269,21941.00000000,0.14433333,0.09845455,0.75721212
270,23049.00000000,0.15293939,0.09760606,0.74945455
271,21652.00000000,0.14451515,0.08896970,0.76651515
272,20864.00000000,0.13612121,0.09866667,0.76521212
273,23159.00000000,0.15154545,0.10651515,0.74193939
274,23465.00000000,0.15848485,0.08803030,0.75348485
275,23151.00000000,0.15393939,0.09669697,0.74936364
276,22619.00000000,0.14784848,0.10493939,0.74721212
277,22718.00000000,0.15227273,0.09024242,0.75748485
278,22182.00000000,0.14690909,0.09545455,0.75763636
279,21771.00000000,0.14251515,0.10057576,0.75690909
280,23337.00000000,0.15624242,0.09312121,0.75063636
281,23111.00000000,0.15612121,0.08675758,0.75712121
282,21345.00000000,0.14003030,0.09760606,0.76236364
283,22864.00000000,0.14969697,0.10496970,0.74533333
284,21187.00000000,0.13803030,0.10081818,0.76115152
285,22407.00000000,0.14878788,0.09475758,0.75645455
286,21587.00000000,0.13893939,0.10930303,0.75175758
287,22836.00000000,0.15121212,0.09806061,0.75072727
288,23630.00000000,0.15603030,0.10284848,0.74112121
289,22929.00000000,0.15130303,0.10051515,0.74818182
290,22456.00000000,0.14881818,0.09612121,0.75506061
291,22871.00000000,0.15048485,0.10203030,0.74748485
292,22798.00000000,0.15003030,0.10163636,0.74833333
293,21995.00000000,0.14233333,0.10809091,0.74957576
294,22614.00000000,0.14803030,0.10406061,0.74790909
295,22137.00000000,0.14630303,0.09651515,0.75718182
296,20872.00000000,0.13469697,0.10460606,0.76069697
297,23019.00000000,0.15296970,0.09657576,0.75045455
298,21161.00000000,0.13930303,0.09493939,0.76575758
299,21520.00000000,0.14290909,0.09139394,0.76569697
300,21895.00000000,0.14363636,0.09984848,0.75651515
