epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.14046516,5.97062500,0.37193204,0.54313740
2,1.98365281,5.56500000,0.38799152,0.56675460
3,1.95250798,4.93000000,0.36964038,0.50579117
4,1.99177368,6.33937500,0.41802083,0.53923363
5,1.97739267,6.77562500,0.47421063,0.59005885
6,2.00076388,5.52875000,0.41286706,0.51082837
7,2.03582068,6.61312500,0.45517609,0.51581597
8,2.04120681,6.52937500,0.46536210,0.53050099
