epoch,loss,reward,local_hit_rate,paper_hit_rate
1,0.89632936,211.17500000,0.38469246,0.55446925
2,-0.37651850,188.00000000,0.36869544,0.51086806
3,1.41366932,207.27500000,0.39040043,0.56144481
4,-0.07781010,205.40000000,0.37216766,0.50729663
