group,scheme,cache_capacity,n_sbs,episode,reward,cost,local_hit_rate,neighbor_fetch_rate,cloud_fetch_rate,paper_style_hit_rate
fig9,GNN-ActorCritic,10,2,8,4094.00000000,160906.00000000,0.03169697,0.00000000,0.96830303,0.03169697
fig9,GNN-ActorCritic,10,2,9,4622.00000000,160378.00000000,0.03569697,0.00000000,0.96430303,0.03569697
fig9,GNN-ActorCritic,10,2,10,5130.00000000,159870.00000000,0.03954545,0.00000000,0.96045455,0.03954545
fig9,GNN-ActorCritic,10,2,11,4874.00000000,160126.00000000,0.03760606,0.00000000,0.96239394,0.03760606
fig9,GNN-ActorCritic,10,2,12,5218.00000000,159782.00000000,0.04021212,0.00000000,0.95978788,0.04021212
fig9,GNN-ActorCritic,10,2,13,4658.00000000,160342.00000000,0.03596970,0.00000000,0.96403030,0.03596970
fig9,GNN-ActorCritic,10,2,14,4706.00000000,160294.00000000,0.03633333,0.00000000,0.96366667,0.03633333
fig9,GNN-ActorCritic,10,2,15,4546.00000000,160454.00000000,0.03512121,0.00000000,0.96487879,0.03512121
fig9,GNN-ActorCritic,10,2,16,5086.00000000,159914.00000000,0.03921212,0.00000000,0.96078788,0.03921212
fig9,GNN-ActorCritic,10,2,17,5230.00000000,159770.00000000,0.04030303,0.00000000,0.95969697,0.04030303
fig9,GNN-ActorCritic,10,2,18,4090.00000000,160910.00000000,0.03166667,0.00000000,0.96833333,0.03166667
fig9,GNN-ActorCritic,10,2,19,4430.00000000,160570.00000000,0.03424242,0.00000000,0.96575758,0.03424242
fig9,GNN-ActorCritic,10,2,20,4522.00000000,160478.00000000,0.03493939,0.00000000,0.96506061,0.03493939
fig9,GNN-ActorCritic,20,2,1,9454.00000000,155546.00000000,0.07230303,0.00000000,0.92769697,0.07230303
fig9,GNN-ActorCritic,20,2,2,9506.00000000,155494.00000000,0.07269697,0.00000000,0.92730303,0.07269697
fig9,GNN-ActorCritic,20,2,3,9634.00000000,155366.00000000,0.07366667,0.00000000,0.92633333,0.07366667
fig9,GNN-ActorCritic,20,2,4,9982.00000000,155018.00000000,0.07630303,0.00000000,0.92369697,0.07630303
fig9,GNN-ActorCritic,20,2,5,9198.00000000,155802.00000000,0.07036364,0.00000000,0.92963636,0.07036364
fig9,GNN-ActorCritic,20,2,6,9570.00000000,155430.00000000,0.07318182,0.00000000,0.92681818,0.07318182
fig9,GNN-ActorCritic,20,2,7,10098.00000000,154902.00000000,0.07718182,0.00000000,0.92281818,0.07718182
fig9,GNN-ActorCritic,20,2,8,8874.00000000,156126.00000000,0.06790909,0.00000000,0.93209091,0.06790909
fig9,GNN-ActorCritic,20,2,9,8994.00000000,156006.00000000,0.06881818,0.00000000,0.93118182,0.06881818
fig9,GNN-ActorCritic,20,2,10,9286.00000000,155714.00000000,0.07103030,0.00000000,0.92896970,0.07103030
fig9,GNN-ActorCritic,20,2,11,10090.00000000,154910.00000000,0.07712121,0.00000000,0.92287879,0.07712121
fig9,GNN-ActorCritic,20,2,12,10674.00000000,154326.00000000,0.08154545,0.00000000,0.91845455,0.08154545
fig9,GNN-ActorCritic,20,2,13,9390.00000000,155610.00000000,0.07181818,0.00000000,0.92818182,0.07181818
fig9,GNN-ActorCritic,20,2,14,9910.00000000,155090.00000000,0.07575758,0.00000000,0.92424242,0.07575758
fig9,GNN-ActorCritic,20,2,15,9758.00000000,155242.00000000,0.07460606,0.00000000,0.92539394,0.07460606
fig9,GNN-ActorCritic,20,2,16,9530.00000000,155470.00000000,0.07287879,0.00000000,0.92712121,0.07287879
fig9,GNN-ActorCritic,20,2,17,9322.00000000,155678.00000000,0.07130303,0.00000000,0.92869697,0.07130303
fig9,GNN-ActorCritic,20,2,18,10210.00000000,154790.00000000,0.07803030,0.00000000,0.92196970,0.07803030
fig9,GNN-ActorCritic,20,2,19,9442.00000000,155558.00000000,0.07221212,0.00000000,0.92778788,0.07221212
fig9,GNN-ActorCritic,20,2,20,9702.00000000,155298.00000000,0.07418182,0.00000000,0.92581818,0.07418182
fig9,GNN-ActorCritic,30,2,1,15426.00000000,149574.00000000,0.11754545,0.00000000,0.88245455,0.11754545
fig9,GNN-ActorCritic,30,2,2,14474.00000000,150526.00000000,0.11033333,0.00000000,0.88966667,0.11033333
fig9,GNN-ActorCritic,30,2,3,12958.00000000,152042.00000000,0.09884848,0.00000000,0.90115152,0.09884848
fig9,GNN-ActorCritic,30,2,4,14538.00000000,150462.00000000,0.11081818,0.00000000,0.88918182,0.11081818
fig9,GNN-ActorCritic,30,2,5,14270.00000000,150730.00000000,0.10878788,0.00000000,0.89121212,0.10878788
fig9,GNN-ActorCritic,30,2,6,13606.00000000,151394.00000000,0.10375758,0.00000000,0.89624242,0.10375758
fig9,GNN-ActorCritic,30,2,7,12898.00000000,152102.00000000,0.09839394,0.00000000,0.90160606,0.09839394
fig9,GNN-ActorCritic,30,2,8,13726.00000000,151274.00000000,0.10466667,0.00000000,0.89533333,0.10466667
fig9,GNN-ActorCritic,30,2,9,13818.00000000,151182.00000000,0.10536364,0.00000000,0.89463636,0.10536364
fig9,GNN-ActorCritic,30,2,10,13554.00000000,151446.00000000,0.10336364,0.00000000,0.89663636,0.10336364
fig9,GNN-ActorCritic,30,2,11,13474.00000000,151526.00000000,0.10275758,0.00000000,0.89724242,0.10275758
fig9,GNN-ActorCritic,30,2,12,13902.00000000,151098.00000000,0.10600000,0.00000000,0.89400000,0.10600000
fig9,GNN-ActorCritic,30,2,13,13650.00000000,151350.00000000,0.10409091,0.00000000,0.89590909,0.10409091
fig9,GNN-ActorCritic,30,2,14,14318.00000000,150682.00000000,0.10915152,0.00000000,0.89084848,0.10915152
fig9,GNN-ActorCritic,30,2,15,13974.00000000,151026.00000000,0.10654545,0.00000000,0.89345455,0.10654545
fig9,GNN-ActorCritic,30,2,16,14558.00000000,150442.00000000,0.11096970,0.00000000,0.88903030,0.11096970
fig9,GNN-ActorCritic,30,2,17,14806.00000000,150194.00000000,0.11284848,0.00000000,0.88715152,0.11284848
fig9,GNN-ActorCritic,30,2,18,15390.00000000,149610.00000000,0.11727273,0.00000000,0.88272727,0.11727273
fig9,GNN-ActorCritic,30,2,19,13966.00000000,151034.00000000,0.10648485,0.00000000,0.89351515,0.10648485
fig9,GNN-ActorCritic,30,2,20,14810.00000000,150190.00000000,0.11287879,0.00000000,0.88712121,0.11287879
fig9,GNN-ActorCritic,10,4,1,5312.00000000,159688.00000000,0.04160606,0.00000000,0.95839394,0.04160606
fig9,GNN-ActorCritic,10,4,2,7532.00000000,157468.00000000,0.05842424,0.00000000,0.94157576,0.05842424
fig9,GNN-ActorCritic,10,4,3,7400.00000000,157600.00000000,0.05742424,0.00000000,0.94257576,0.05742424
fig9,GNN-ActorCritic,10,4,4,6792.00000000,158208.00000000,0.05281818,0.00000000,0.94718182,0.05281818
fig9,GNN-ActorCritic,10,4,5,6384.00000000,158616.00000000,0.04972727,0.00000000,0.95027273,0.04972727
fig9,GNN-ActorCritic,10,4,6,6456.00000000,158544.00000000,0.05027273,0.00000000,0.94972727,0.05027273
fig9,GNN-ActorCritic,10,4,7,5936.00000000,159064.00000000,0.04633333,0.00000000,0.95366667,0.04633333
fig9,GNN-ActorCritic,10,4,8,5996.00000000,159004.00000000,0.04678788,0.00000000,0.95321212,0.04678788
fig9,GNN-ActorCritic,10,4,9,5472.00000000,159528.00000000,0.04281818,0.00000000,0.95718182,0.04281818
fig9,GNN-ActorCritic,10,4,10,7492.00000000,157508.00000000,0.05812121,0.00000000,0.94187879,0.05812121
fig9,GNN-ActorCritic,10,4,11,6176.00000000,158824.00000000,0.04815152,0.00000000,0.95184848,0.04815152
fig9,GNN-ActorCritic,10,4,12,6680.00000000,158320.00000000,0.05196970,0.00000000,0.94803030,0.05196970
fig9,GNN-ActorCritic,10,4,13,7512.00000000,157488.00000000,0.05827273,0.00000000,0.94172727,0.05827273
fig9,GNN-ActorCritic,10,4,14,5708.00000000,159292.00000000,0.04460606,0.00000000,0.95539394,0.04460606
fig9,GNN-ActorCritic,10,4,15,6532.00000000,158468.00000000,0.05084848,0.00000000,0.94915152,0.05084848
fig9,GNN-ActorCritic,10,4,16,7508.00000000,157492.00000000,0.05824242,0.00000000,0.94175758,0.05824242
fig9,GNN-ActorCritic,10,4,17,7560.00000000,157440.00000000,0.05863636,0.00000000,0.94136364,0.05863636
fig9,GNN-ActorCritic,10,4,18,6636.00000000,158364.00000000,0.05163636,0.00000000,0.94836364,0.05163636
fig9,GNN-ActorCritic,10,4,19,6200.00000000,158800.00000000,0.04833333,0.00000000,0.95166667,0.04833333
fig9,GNN-ActorCritic,10,4,20,5476.00000000,159524.00000000,0.04284848,0.00000000,0.95715152,0.04284848
fig9,GNN-ActorCritic,20,4,1,11656.00000000,153344.00000000,0.08966667,0.00000000,0.91033333,0.08966667
fig9,GNN-ActorCritic,20,4,2,11540.00000000,153460.00000000,0.08878788,0.00000000,0.91121212,0.08878788
fig9,GNN-ActorCritic,20,4,3,11608.00000000,153392.00000000,0.08930303,0.00000000,0.91069697,0.08930303
fig9,GNN-ActorCritic,20,4,4,11616.00000000,153384.00000000,0.08936364,0.00000000,0.91063636,0.08936364
fig9,GNN-ActorCritic,20,4,5,11596.00000000,153404.00000000,0.08921212,0.00000000,0.91078788,0.08921212
fig9,GNN-ActorCritic,20,4,6,12444.00000000,152556.00000000,0.09563636,0.00000000,0.90436364,0.09563636
fig9,GNN-ActorCritic,20,4,7,11768.00000000,153232.00000000,0.09051515,0.00000000,0.90948485,0.09051515
fig9,GNN-ActorCritic,20,4,8,12228.00000000,152772.00000000,0.09400000,0.00000000,0.90600000,0.09400000
fig9,GNN-ActorCritic,20,4,9,10428.00000000,154572.00000000,0.08036364,0.00000000,0.91963636,0.08036364
fig9,GNN-ActorCritic,20,4,10,9988.00000000,155012.00000000,0.07703030,0.00000000,0.92296970,0.07703030
fig9,GNN-ActorCritic,20,4,11,11384.00000000,153616.00000000,0.08760606,0.00000000,0.91239394,0.08760606
fig9,GNN-ActorCritic,20,4,12,10928.00000000,154072.00000000,0.08415152,0.00000000,0.91584848,0.08415152
fig9,GNN-ActorCritic,20,4,13,11596.00000000,153404.00000000,0.08921212,0.00000000,0.91078788,0.08921212
fig9,GNN-ActorCritic,20,4,14,11544.00000000,153456.00000000,0.08881818,0.00000000,0.91118182,0.08881818
fig9,GNN-ActorCritic,20,4,15,11952.00000000,153048.00000000,0.09190909,0.00000000,0.90809091,0.09190909
fig9,GNN-ActorCritic,20,4,16,11464.00000000,153536.00000000,0.08821212,0.00000000,0.91178788,0.08821212
fig9,GNN-ActorCritic,20,4,17,13628.00000000,151372.00000000,0.10460606,0.00000000,0.89539394,0.10460606
fig9,GNN-ActorCritic,20,4,18,11016.00000000,153984.00000000,0.08481818,0.00000000,0.91518182,0.08481818
fig9,GNN-ActorCritic,20,4,19,10732.00000000,154268.00000000,0.08266667,0.00000000,0.91733333,0.08266667
fig9,GNN-ActorCritic,20,4,20,10864.00000000,154136.00000000,0.08366667,0.00000000,0.91633333,0.08366667
fig9,GNN-ActorCritic,30,4,1,14480.00000000,150520.00000000,0.11106061,0.00000000,0.88893939,0.11106061
fig9,GNN-ActorCritic,30,4,2,14388.00000000,150612.00000000,0.11036364,0.00000000,0.88963636,0.11036364
fig9,GNN-ActorCritic,30,4,3,15260.00000000,149740.00000000,0.11696970,0.00000000,0.88303030,0.11696970
fig9,GNN-ActorCritic,30,4,4,15144.00000000,149856.00000000,0.11609091,0.00000000,0.88390909,0.11609091
fig9,GNN-ActorCritic,30,4,5,15268.00000000,149732.00000000,0.11703030,0.00000000,0.88296970,0.11703030
fig9,GNN-ActorCritic,30,4,6,15904.00000000,149096.00000000,0.12184848,0.00000000,0.87815152,0.12184848
fig9,GNN-ActorCritic,30,4,7,17120.00000000,147880.00000000,0.13106061,0.00000000,0.86893939,0.13106061
fig9,GNN-ActorCritic,30,4,8,14708.00000000,150292.00000000,0.11278788,0.00000000,0.88721212,0.11278788
fig9,GNN-ActorCritic,30,4,9,14204.00000000,150796.00000000,0.10896970,0.00000000,0.89103030,0.10896970
fig9,GNN-ActorCritic,30,4,10,14176.00000000,150824.00000000,0.10875758,0.00000000,0.89124242,0.10875758
fig9,GNN-ActorCritic,30,4,11,14224.00000000,150776.00000000,0.10912121,0.00000000,0.89087879,0.10912121
fig9,GNN-ActorCritic,30,4,12,15884.00000000,149116.00000000,0.12169697,0.00000000,0.87830303,0.12169697
fig9,GNN-ActorCritic,30,4,13,13576.00000000,151424.00000000,0.10421212,0.00000000,0.89578788,0.10421212
fig9,GNN-ActorCritic,30,4,14,16260.00000000,148740.00000000,0.12454545,0.00000000,0.87545455,0.12454545
fig9,GNN-ActorCritic,30,4,15,15420.00000000,149580.00000000,0.11818182,0.00000000,0.88181818,0.11818182
fig9,GNN-ActorCritic,30,4,16,14140.00000000,150860.00000000,0.10848485,0.00000000,0.89151515,0.10848485
fig9,GNN-ActorCritic,30,4,17,14896.00000000,150104.00000000,0.11421212,0.00000000,0.88578788,0.11421212
fig9,GNN-ActorCritic,30,4,18,16020.00000000,148980.00000000,0.12272727,0.00000000,0.87727273,0.12272727
fig9,GNN-ActorCritic,30,4,19,15064.00000000,149936.00000000,0.11548485,0.00000000,0.88451515,0.11548485
fig9,GNN-ActorCritic,30,4,20,14512.00000000,150488.00000000,0.11130303,0.00000000,0.88869697,0.11130303
fig9,GNN-ActorCritic,10,8,1,13016.00000000,151984.00000000,0.08706061,0.05709091,0.85584848,0.14415152
fig9,GNN-ActorCritic,10,8,2,11528.00000000,153472.00000000,0.07700000,0.05224242,0.87075758,0.12924242
fig9,GNN-ActorCritic,10,8,3,10933.00000000,154067.00000000,0.07296970,0.05033333,0.87669697,0.12330303
fig9,GNN-ActorCritic,10,8,4,11396.00000000,153604.00000000,0.07484848,0.05684848,0.86830303,0.13169697
fig9,GNN-ActorCritic,10,8,5,12744.00000000,152256.00000000,0.08351515,0.06303030,0.85345455,0.14654545
fig9,GNN-ActorCritic,10,8,6,11797.00000000,153203.00000000,0.07654545,0.06221212,0.86124242,0.13875758
fig9,GNN-ActorCritic,10,8,7,11763.00000000,153237.00000000,0.07830303,0.05415152,0.86754545,0.13245455
fig9,GNN-ActorCritic,10,8,8,12381.00000000,152619.00000000,0.08096970,0.06221212,0.85681818,0.14318182
fig9,GNN-ActorCritic,10,8,9,10767.00000000,154233.00000000,0.07196970,0.04930303,0.87872727,0.12127273
fig9,GNN-ActorCritic,10,8,10,11400.00000000,153600.00000000,0.07572727,0.05345455,0.87081818,0.12918182
fig9,GNN-ActorCritic,10,8,11,12464.00000000,152536.00000000,0.08151515,0.06254545,0.85593939,0.14406061
fig9,GNN-ActorCritic,10,8,12,10997.00000000,154003.00000000,0.07275758,0.05312121,0.87412121,0.12587879
fig9,GNN-ActorCritic,10,8,13,10910.00000000,154090.00000000,0.07203030,0.05339394,0.87457576,0.12542424
fig9,GNN-ActorCritic,10,8,14,11672.00000000,153328.00000000,0.07687879,0.05709091,0.86603030,0.13396970
fig9,GNN-ActorCritic,10,8,15,11300.00000000,153700.00000000,0.07454545,0.05515152,0.87030303,0.12969697
fig9,GNN-ActorCritic,10,8,16,10969.00000000,154031.00000000,0.07266667,0.05263636,0.87469697,0.12530303
fig9,GNN-ActorCritic,10,8,17,11865.00000000,153135.00000000,0.07896970,0.05457576,0.86645455,0.13354545
fig9,GNN-ActorCritic,10,8,18,12059.00000000,152941.00000000,0.08063636,0.05378788,0.86557576,0.13442424
fig9,GNN-ActorCritic,10,8,19,10953.00000000,154047.00000000,0.07163636,0.05627273,0.87209091,0.12790909
fig9,GNN-ActorCritic,10,8,20,11053.00000000,153947.00000000,0.07260606,0.05542424,0.87196970,0.12803030
fig9,GNN-ActorCritic,20,8,1,18484.00000000,146516.00000000,0.12178788,0.08387879,0.79433333,0.20566667
fig9,GNN-ActorCritic,20,8,2,16799.00000000,148201.00000000,0.11109091,0.07560606,0.81330303,0.18669697
fig9,GNN-ActorCritic,20,8,3,16996.00000000,148004.00000000,0.11124242,0.08096970,0.80778788,0.19221212
fig9,GNN-ActorCritic,20,8,4,18314.00000000,146686.00000000,0.11887879,0.09036364,0.79075758,0.20924242
fig9,GNN-ActorCritic,20,8,5,17761.00000000,147239.00000000,0.11724242,0.08015152,0.80260606,0.19739394
fig9,GNN-ActorCritic,20,8,6,17577.00000000,147423.00000000,0.11433333,0.08621212,0.79945455,0.20054545
fig9,GNN-ActorCritic,20,8,7,18469.00000000,146531.00000000,0.12193939,0.08281818,0.79524242,0.20475758
fig9,GNN-ActorCritic,20,8,8,19045.00000000,145955.00000000,0.12587879,0.08451515,0.78960606,0.21039394
fig9,GNN-ActorCritic,20,8,9,16911.00000000,148089.00000000,0.11045455,0.08154545,0.80800000,0.19200000
fig9,GNN-ActorCritic,20,8,10,17710.00000000,147290.00000000,0.11627273,0.08248485,0.80124242,0.19875758
fig9,GNN-ActorCritic,20,8,11,17524.00000000,147476.00000000,0.11566667,0.07927273,0.80506061,0.19493939
fig9,GNN-ActorCritic,20,8,12,17974.00000000,147026.00000000,0.11739394,0.08600000,0.79660606,0.20339394
fig9,GNN-ActorCritic,20,8,13,17647.00000000,147353.00000000,0.11590909,0.08203030,0.80206061,0.19793939
fig9,GNN-ActorCritic,20,8,14,18201.00000000,146799.00000000,0.11939394,0.08487879,0.79572727,0.20427273
fig9,GNN-ActorCritic,20,8,15,16156.00000000,148844.00000000,0.10536364,0.07903030,0.81560606,0.18439394
fig9,GNN-ActorCritic,20,8,16,16947.00000000,148053.00000000,0.11048485,0.08251515,0.80700000,0.19300000
fig9,GNN-ActorCritic,20,8,17,16457.00000000,148543.00000000,0.10854545,0.07542424,0.81603030,0.18396970
fig9,GNN-ActorCritic,20,8,18,17957.00000000,147043.00000000,0.12036364,0.07360606,0.80603030,0.19396970
fig9,GNN-ActorCritic,20,8,19,17914.00000000,147086.00000000,0.11918182,0.07703030,0.80378788,0.19621212
fig9,GNN-ActorCritic,20,8,20,18153.00000000,146847.00000000,0.12000000,0.08100000,0.79900000,0.20100000
fig9,GNN-ActorCritic,30,8,1,22616.00000000,142384.00000000,0.15130303,0.09103030,0.75766667,0.24233333
fig9,GNN-ActorCritic,30,8,2,23006.00000000,141994.00000000,0.15124242,0.10309091,0.74566667,0.25433333
fig9,GNN-ActorCritic,30,8,3,21972.00000000,143028.00000000,0.14472727,0.09781818,0.75745455,0.24254545
fig9,GNN-ActorCritic,30,8,4,23100.00000000,141900.00000000,0.15215152,0.10230303,0.74554545,0.25445455
fig9,GNN-ActorCritic,30,8,5,20881.00000000,144119.00000000,0.13842424,0.08996970,0.77160606,0.22839394
fig9,GNN-ActorCritic,30,8,6,21750.00000000,143250.00000000,0.14439394,0.09242424,0.76318182,0.23681818
fig9,GNN-ActorCritic,30,8,7,21807.00000000,143193.00000000,0.14442424,0.09403030,0.76154545,0.23845455
fig9,GNN-ActorCritic,30,8,8,22729.00000000,142271.00000000,0.15360606,0.08524242,0.76115152,0.23884848
fig9,GNN-ActorCritic,30,8,9,22771.00000000,142229.00000000,0.15130303,0.09572727,0.75296970,0.24703030
fig9,GNN-ActorCritic,30,8,10,21716.00000000,143284.00000000,0.14381818,0.09369697,0.76248485,0.23751515
fig9,GNN-ActorCritic,30,8,11,22083.00000000,142917.00000000,0.14557576,0.09778788,0.75663636,0.24336364
fig9,GNN-ActorCritic,30,8,12,22828.00000000,142172.00000000,0.15096970,0.09878788,0.75024242,0.24975758
fig9,GNN-ActorCritic,30,8,13,22705.00000000,142295.00000000,0.15103030,0.09481818,0.75415152,0.24584848
fig9,GNN-ActorCritic,30,8,14,22512.00000000,142488.00000000,0.14872727,0.09818182,0.75309091,0.24690909
fig9,GNN-ActorCritic,30,8,15,20984.00000000,144016.00000000,0.13678788,0.09963636,0.76357576,0.23642424
fig9,GNN-ActorCritic,30,8,16,24587.00000000,140413.00000000,0.16572727,0.09306061,0.74121212,0.25878788
fig9,GNN-ActorCritic,30,8,17,22244.00000000,142756.00000000,0.14763636,0.09442424,0.75793939,0.24206061
fig9,GNN-ActorCritic,30,8,18,23391.00000000,141609.00000000,0.15587879,0.09621212,0.74790909,0.25209091
fig9,GNN-ActorCritic,30,8,19,21686.00000000,143314.00000000,0.14245455,0.09824242,0.75930303,0.24069697
fig9,GNN-ActorCritic,30,8,20,23902.00000000,141098.00000000,0.15833333,0.10187879,0.73978788,0.26021212
