group,scheme,cache_capacity,n_sbs,episode,reward,cost,local_hit_rate,neighbor_fetch_rate,cloud_fetch_rate,paper_style_hit_rate
fig7,Random,30,8,5,22903.00000000,142097.00000000,0.15227273,0.09584848,0.75187879,0.24812121
fig7,Random,30,8,6,21933.00000000,143067.00000000,0.14451515,0.09748485,0.75800000,0.24200000
fig7,Random,30,8,7,21831.00000000,143169.00000000,0.14739394,0.08287879,0.76972727,0.23027273
fig7,Random,30,8,8,23230.00000000,141770.00000000,0.15627273,0.08975758,0.75396970,0.24603030
fig7,Random,30,8,9,23116.00000000,141884.00000000,0.15433333,0.09406061,0.75160606,0.24839394
fig7,Random,30,8,10,23446.00000000,141554.00000000,0.15227273,0.11230303,0.73542424,0.26457576
fig7,Random,30,8,11,21905.00000000,143095.00000000,0.14518182,0.09396970,0.76084848,0.23915152
fig7,Random,30,8,12,21673.00000000,143327.00000000,0.14351515,0.09360606,0.76287879,0.23712121
fig7,Random,30,8,13,22653.00000000,142347.00000000,0.14848485,0.10342424,0.74809091,0.25190909
fig7,Random,30,8,14,22573.00000000,142427.00000000,0.14930303,0.09772727,0.75296970,0.24703030
fig7,Random,30,8,15,21635.00000000,143365.00000000,0.13978788,0.10736364,0.75284848,0.24715152
fig7,Random,30,8,16,23643.00000000,141357.00000000,0.15596970,0.10348485,0.74054545,0.25945455
fig7,Random,30,8,17,22136.00000000,142864.00000000,0.14578788,0.09854545,0.75566667,0.24433333
fig7,Random,30,8,18,22891.00000000,142109.00000000,0.15384848,0.08918182,0.75696970,0.24303030
fig7,Random,30,8,19,22194.00000000,142806.00000000,0.14918182,0.08672727,0.76409091,0.23590909
fig7,Random,30,8,20,22167.00000000,142833.00000000,0.14303030,0.11051515,0.74645455,0.25354545
fig7,C-epsilon-greedy,30,8,1,22607.00000000,142393.00000000,0.15121212,0.09112121,0.75766667,0.24233333
fig7,C-epsilon-greedy,30,8,2,21066.00000000,143934.00000000,0.13639394,0.10369697,0.75990909,0.24009091
fig7,C-epsilon-greedy,30,8,3,23200.00000000,141800.00000000,0.15269697,0.10315152,0.74415152,0.25584848
fig7,C-epsilon-greedy,30,8,4,22754.00000000,142246.00000000,0.14909091,0.10406061,0.74684848,0.25315152
fig7,C-epsilon-greedy,30,8,5,22228.00000000,142772.00000000,0.14600000,0.10048485,0.75351515,0.24648485
fig7,C-epsilon-greedy,30,8,6,22153.00000000,142847.00000000,0.14487879,0.10269697,0.75242424,0.24757576
fig7,C-epsilon-greedy,30,8,7,21150.00000000,143850.00000000,0.14066667,0.08915152,0.77018182,0.22981818
fig7,C-epsilon-greedy,30,8,8,22297.00000000,142703.00000000,0.15039394,0.08500000,0.76460606,0.23539394
fig7,C-epsilon-greedy,30,8,9,23158.00000000,141842.00000000,0.15472727,0.09375758,0.75151515,0.24848485
fig7,C-epsilon-greedy,30,8,10,22642.00000000,142358.00000000,0.14509091,0.11666667,0.73824242,0.26175758
fig7,C-epsilon-greedy,30,8,11,20753.00000000,144247.00000000,0.13460606,0.10136364,0.76403030,0.23596970
fig7,C-epsilon-greedy,30,8,12,21163.00000000,143837.00000000,0.13754545,0.10203030,0.76042424,0.23957576
fig7,C-epsilon-greedy,30,8,13,22488.00000000,142512.00000000,0.14557576,0.11006061,0.74436364,0.25563636
fig7,C-epsilon-greedy,30,8,14,23251.00000000,141749.00000000,0.15345455,0.10166667,0.74487879,0.25512121
fig7,C-epsilon-greedy,30,8,15,21749.00000000,143251.00000000,0.13966667,0.11130303,0.74903030,0.25096970
fig7,C-epsilon-greedy,30,8,16,23114.00000000,141886.00000000,0.15169697,0.10454545,0.74375758,0.25624242
fig7,C-epsilon-greedy,30,8,17,22287.00000000,142713.00000000,0.14515152,0.10566667,0.74918182,0.25081818
fig7,C-epsilon-greedy,30,8,18,22599.00000000,142401.00000000,0.15112121,0.09124242,0.75763636,0.24236364
fig7,C-epsilon-greedy,30,8,19,22247.00000000,142753.00000000,0.14957576,0.08675758,0.76366667,0.23633333
fig7,C-epsilon-greedy,30,8,20,21565.00000000,143435.00000000,0.13760606,0.11396970,0.74842424,0.25157576
fig7,Thompson,30,8,1,22634.00000000,142366.00000000,0.15172727,0.08987879,0.75839394,0.24160606
fig7,Thompson,30,8,2,22036.00000000,142964.00000000,0.14460606,0.10024242,0.75515152,0.24484848
fig7,Thompson,30,8,3,22717.00000000,142283.00000000,0.14984848,0.09990909,0.75024242,0.24975758
fig7,Thompson,30,8,4,23139.00000000,141861.00000000,0.15248485,0.10215152,0.74536364,0.25463636
fig7,Thompson,30,8,5,23205.00000000,141795.00000000,0.15542424,0.09239394,0.75218182,0.24781818
fig7,Thompson,30,8,6,21574.00000000,143426.00000000,0.14163636,0.09812121,0.76024242,0.23975758
fig7,Thompson,30,8,7,20939.00000000,144061.00000000,0.14093939,0.08166667,0.77739394,0.22260606
fig7,Thompson,30,8,8,23138.00000000,141862.00000000,0.15672727,0.08515152,0.75812121,0.24187879
fig7,Thompson,30,8,9,22341.00000000,142659.00000000,0.14875758,0.09287879,0.75836364,0.24163636
fig7,Thompson,30,8,10,23065.00000000,141935.00000000,0.14945455,0.11203030,0.73851515,0.26148485
fig7,Thompson,30,8,11,21459.00000000,143541.00000000,0.14154545,0.09500000,0.76345455,0.23654545
fig7,Thompson,30,8,12,22065.00000000,142935.00000000,0.14642424,0.09384848,0.75972727,0.24027273
fig7,Thompson,30,8,13,22254.00000000,142746.00000000,0.14645455,0.09945455,0.75409091,0.24590909
fig7,Thompson,30,8,14,23209.00000000,141791.00000000,0.15509091,0.09384848,0.75106061,0.24893939
fig7,Thompson,30,8,15,21753.00000000,143247.00000000,0.14109091,0.10572727,0.75318182,0.24681818
fig7,Thompson,30,8,16,23725.00000000,141275.00000000,0.15651515,0.10378788,0.73969697,0.26030303
fig7,Thompson,30,8,17,23367.00000000,141633.00000000,0.15387879,0.10348485,0.74263636,0.25736364
fig7,Thompson,30,8,18,22726.00000000,142274.00000000,0.15284848,0.08818182,0.75896970,0.24103030
fig7,Thompson,30,8,19,21854.00000000,143146.00000000,0.14618182,0.08842424,0.76539394,0.23460606
fig7,Thompson,30,8,20,22173.00000000,142827.00000000,0.14306061,0.11057576,0.74636364,0.25363636
fig7,BSG-like,30,8,1,22617.00000000,142383.00000000,0.15163636,0.08972727,0.75863636,0.24136364
fig7,BSG-like,30,8,2,21475.00000000,143525.00000000,0.13900000,0.10566667,0.75533333,0.24466667
fig7,BSG-like,30,8,3,23392.00000000,141608.00000000,0.15442424,0.10206061,0.74351515,0.25648485
fig7,BSG-like,30,8,4,22373.00000000,142627.00000000,0.14430303,0.11166667,0.74403030,0.25596970
fig7,BSG-like,30,8,5,22254.00000000,142746.00000000,0.14730303,0.09606061,0.75663636,0.24336364
fig7,BSG-like,30,8,6,22007.00000000,142993.00000000,0.14339394,0.10421212,0.75239394,0.24760606
fig7,BSG-like,30,8,7,21090.00000000,143910.00000000,0.14045455,0.08818182,0.77136364,0.22863636
fig7,BSG-like,30,8,8,22386.00000000,142614.00000000,0.15106061,0.08503030,0.76390909,0.23609091
fig7,BSG-like,30,8,9,22607.00000000,142393.00000000,0.15169697,0.08918182,0.75912121,0.24087879
fig7,BSG-like,30,8,10,22841.00000000,142159.00000000,0.14730303,0.11384848,0.73884848,0.26115152
fig7,BSG-like,30,8,11,21431.00000000,143569.00000000,0.14003030,0.10021212,0.75975758,0.24024242
fig7,BSG-like,30,8,12,21222.00000000,143778.00000000,0.13793939,0.10224242,0.75981818,0.24018182
fig7,BSG-like,30,8,13,22276.00000000,142724.00000000,0.14563636,0.10339394,0.75096970,0.24903030
fig7,BSG-like,30,8,14,22833.00000000,142167.00000000,0.15063636,0.10027273,0.74909091,0.25090909
fig7,BSG-like,30,8,15,21525.00000000,143475.00000000,0.13830303,0.10996970,0.75172727,0.24827273
fig7,BSG-like,30,8,16,22671.00000000,142329.00000000,0.14848485,0.10396970,0.74754545,0.25245455
fig7,BSG-like,30,8,17,22515.00000000,142485.00000000,0.14639394,0.10760606,0.74600000,0.25400000
fig7,BSG-like,30,8,18,22711.00000000,142289.00000000,0.15060606,0.09669697,0.75269697,0.24730303
fig7,BSG-like,30,8,19,22396.00000000,142604.00000000,0.15060606,0.08715152,0.76224242,0.23775758
fig7,BSG-like,30,8,20,21768.00000000,143232.00000000,0.13912121,0.11406061,0.74681818,0.25318182
fig7,EFNRL-like,30,8,1,22218.00000000,142782.00000000,0.14800000,0.09218182,0.75981818,0.24018182
fig7,EFNRL-like,30,8,2,20538.00000000,144462.00000000,0.13224242,0.10430303,0.76345455,0.23654545
fig7,EFNRL-like,30,8,3,22564.00000000,142436.00000000,0.14739394,0.10509091,0.74751515,0.25248485
fig7,EFNRL-like,30,8,4,22207.00000000,142793.00000000,0.14318182,0.11112121,0.74569697,0.25430303
fig7,EFNRL-like,30,8,5,21989.00000000,143011.00000000,0.14421212,0.10039394,0.75539394,0.24460606
fig7,EFNRL-like,30,8,6,21891.00000000,143109.00000000,0.14293939,0.10251515,0.75454545,0.24545455
fig7,EFNRL-like,30,8,7,21089.00000000,143911.00000000,0.13924242,0.09300000,0.76775758,0.23224242
fig7,EFNRL-like,30,8,8,23204.00000000,141796.00000000,0.15530303,0.09284848,0.75184848,0.24815152
fig7,EFNRL-like,30,8,9,22823.00000000,142177.00000000,0.15175758,0.09548485,0.75275758,0.24724242
fig7,EFNRL-like,30,8,10,21960.00000000,143040.00000000,0.13966667,0.11769697,0.74263636,0.25736364
fig7,EFNRL-like,30,8,11,21409.00000000,143591.00000000,0.13784848,0.10827273,0.75387879,0.24612121
fig7,EFNRL-like,30,8,12,20426.00000000,144574.00000000,0.13196970,0.10200000,0.76603030,0.23396970
fig7,EFNRL-like,30,8,13,21907.00000000,143093.00000000,0.14206061,0.10651515,0.75142424,0.24857576
fig7,EFNRL-like,30,8,14,22140.00000000,142860.00000000,0.14545455,0.10000000,0.75454545,0.24545455
fig7,EFNRL-like,30,8,15,21250.00000000,143750.00000000,0.13466667,0.11618182,0.74915152,0.25084848
fig7,EFNRL-like,30,8,16,22021.00000000,142979.00000000,0.14181818,0.11093939,0.74724242,0.25275758
fig7,EFNRL-like,30,8,17,21235.00000000,143765.00000000,0.13651515,0.10833333,0.75515152,0.24484848
fig7,EFNRL-like,30,8,18,22149.00000000,142851.00000000,0.14642424,0.09639394,0.75718182,0.24281818
fig7,EFNRL-like,30,8,19,21889.00000000,143111.00000000,0.14439394,0.09663636,0.75896970,0.24103030
fig7,EFNRL-like,30,8,20,20609.00000000,144391.00000000,0.13103030,0.11130303,0.75766667,0.24233333
fig7,GNN-ActorCritic,30,8,1,22472.00000000,142528.00000000,0.15066667,0.08921212,0.76012121,0.23987879
fig7,GNN-ActorCritic,30,8,2,21649.00000000,143351.00000000,0.14206061,0.09869697,0.75924242,0.24075758
fig7,GNN-ActorCritic,30,8,3,21930.00000000,143070.00000000,0.14493939,0.09569697,0.75936364,0.24063636
fig7,GNN-ActorCritic,30,8,4,22946.00000000,142054.00000000,0.15142424,0.10054545,0.74803030,0.25196970
fig7,GNN-ActorCritic,30,8,5,23415.00000000,141585.00000000,0.15651515,0.09439394,0.74909091,0.25090909
fig7,GNN-ActorCritic,30,8,6,21917.00000000,143083.00000000,0.14215152,0.10645455,0.75139394,0.24860606
fig7,GNN-ActorCritic,30,8,7,21371.00000000,143629.00000000,0.14336364,0.08506061,0.77157576,0.22842424
fig7,GNN-ActorCritic,30,8,8,23498.00000000,141502.00000000,0.15821212,0.09012121,0.75166667,0.24833333
fig7,GNN-ActorCritic,30,8,9,23259.00000000,141741.00000000,0.15536364,0.09427273,0.75036364,0.24963636
fig7,GNN-ActorCritic,30,8,10,23143.00000000,141857.00000000,0.14900000,0.11621212,0.73478788,0.26521212
fig7,GNN-ActorCritic,30,8,11,22420.00000000,142580.00000000,0.14818182,0.09757576,0.75424242,0.24575758
fig7,GNN-ActorCritic,30,8,12,22099.00000000,142901.00000000,0.14490909,0.10093939,0.75415152,0.24584848
fig7,GNN-ActorCritic,30,8,13,21901.00000000,143099.00000000,0.14424242,0.09760606,0.75815152,0.24184848
fig7,GNN-ActorCritic,30,8,14,23102.00000000,141898.00000000,0.15348485,0.09703030,0.74948485,0.25051515
fig7,GNN-ActorCritic,30,8,15,21695.00000000,143305.00000000,0.14236364,0.09887879,0.75875758,0.24124242
fig7,GNN-ActorCritic,30,8,16,23238.00000000,141762.00000000,0.15439394,0.09751515,0.74809091,0.25190909
fig7,GNN-ActorCritic,30,8,17,23253.00000000,141747.00000000,0.15203030,0.10742424,0.74054545,0.25945455
fig7,GNN-ActorCritic,30,8,18,23170.00000000,141830.00000000,0.15536364,0.09157576,0.75306061,0.24693939
fig7,GNN-ActorCritic,30,8,19,22302.00000000,142698.00000000,0.15003030,0.08660606,0.76336364,0.23663636
fig7,GNN-ActorCritic,30,8,20,22081.00000000,142919.00000000,0.14230303,0.11081818,0.74687879,0.25312121
fig8,GNN-ActorCritic,10,8,1,11222.00000000,153778.00000000,0.07260606,0.06054545,0.86684848,0.13315152
fig8,GNN-ActorCritic,10,8,2,11972.00000000,153028.00000000,0.07742424,0.06400000,0.85857576,0.14142424
fig8,GNN-ActorCritic,10,8,3,11565.00000000,153435.00000000,0.07754545,0.05118182,0.87127273,0.12872727
fig8,GNN-ActorCritic,10,8,4,11638.00000000,153362.00000000,0.07730303,0.05436364,0.86833333,0.13166667
fig8,GNN-ActorCritic,10,8,5,11181.00000000,153819.00000000,0.07257576,0.05942424,0.86800000,0.13200000
fig8,GNN-ActorCritic,10,8,6,11670.00000000,153330.00000000,0.07715152,0.05593939,0.86690909,0.13309091
fig8,GNN-ActorCritic,10,8,7,12136.00000000,152864.00000000,0.07851515,0.06460606,0.85687879,0.14312121
fig8,GNN-ActorCritic,10,8,8,11482.00000000,153518.00000000,0.07539394,0.05727273,0.86733333,0.13266667
fig8,GNN-ActorCritic,10,8,9,11738.00000000,153262.00000000,0.07839394,0.05303030,0.86857576,0.13142424
fig8,GNN-ActorCritic,10,8,10,11080.00000000,153920.00000000,0.07296970,0.05478788,0.87224242,0.12775758
fig8,GNN-ActorCritic,10,8,11,13131.00000000,151869.00000000,0.08618182,0.06409091,0.84972727,0.15027273
fig8,GNN-ActorCritic,10,8,12,11639.00000000,153361.00000000,0.07457576,0.06530303,0.86012121,0.13987879
fig8,GNN-ActorCritic,10,8,13,11691.00000000,153309.00000000,0.07712121,0.05669697,0.86618182,0.13381818
fig8,GNN-ActorCritic,10,8,14,11413.00000000,153587.00000000,0.07503030,0.05663636,0.86833333,0.13166667
fig8,GNN-ActorCritic,10,8,15,10861.00000000,154139.00000000,0.07115152,0.05542424,0.87342424,0.12657576
fig8,GNN-ActorCritic,10,8,16,11928.00000000,153072.00000000,0.07996970,0.05248485,0.86754545,0.13245455
fig8,GNN-ActorCritic,10,8,17,12282.00000000,152718.00000000,0.08239394,0.05351515,0.86409091,0.13590909
fig8,GNN-ActorCritic,10,8,18,12609.00000000,152391.00000000,0.08321212,0.06015152,0.85663636,0.14336364
fig8,GNN-ActorCritic,10,8,19,11038.00000000,153962.00000000,0.07269697,0.05460606,0.87269697,0.12730303
fig8,GNN-ActorCritic,10,8,20,11573.00000000,153427.00000000,0.07563636,0.05906061,0.86530303,0.13469697
fig8,GNN-ActorCritic,20,8,1,16788.00000000,148212.00000000,0.10906061,0.08339394,0.80754545,0.19245455
fig8,GNN-ActorCritic,20,8,2,18286.00000000,146714.00000000,0.12066667,0.08236364,0.79696970,0.20303030
fig8,GNN-ActorCritic,20,8,3,17310.00000000,147690.00000000,0.11381818,0.08018182,0.80600000,0.19400000
fig8,GNN-ActorCritic,20,8,4,17976.00000000,147024.00000000,0.11924242,0.07866667,0.80209091,0.19790909
fig8,GNN-ActorCritic,20,8,5,17951.00000000,147049.00000000,0.11754545,0.08469697,0.79775758,0.20224242
fig8,GNN-ActorCritic,20,8,6,17583.00000000,147417.00000000,0.11621212,0.07887879,0.80490909,0.19509091
fig8,GNN-ActorCritic,20,8,7,17994.00000000,147006.00000000,0.11836364,0.08272727,0.79890909,0.20109091
fig8,GNN-ActorCritic,20,8,8,17340.00000000,147660.00000000,0.11436364,0.07890909,0.80672727,0.19327273
fig8,GNN-ActorCritic,20,8,9,17553.00000000,147447.00000000,0.11836364,0.06936364,0.81227273,0.18772727
fig8,GNN-ActorCritic,20,8,10,16648.00000000,148352.00000000,0.10912121,0.07890909,0.81196970,0.18803030
fig8,GNN-ActorCritic,20,8,11,19370.00000000,145630.00000000,0.12687879,0.09036364,0.78275758,0.21724242
fig8,GNN-ActorCritic,20,8,12,17554.00000000,147446.00000000,0.11409091,0.08648485,0.79942424,0.20057576
fig8,GNN-ActorCritic,20,8,13,18220.00000000,146780.00000000,0.11942424,0.08533333,0.79524242,0.20475758
fig8,GNN-ActorCritic,20,8,14,17122.00000000,147878.00000000,0.11321212,0.07690909,0.80987879,0.19012121
fig8,GNN-ActorCritic,20,8,15,16529.00000000,148471.00000000,0.10642424,0.08609091,0.80748485,0.19251515
fig8,GNN-ActorCritic,20,8,16,18420.00000000,146580.00000000,0.12200000,0.08109091,0.79690909,0.20309091
fig8,GNN-ActorCritic,20,8,17,18206.00000000,146794.00000000,0.12127273,0.07751515,0.80121212,0.19878788
fig8,GNN-ActorCritic,20,8,18,18341.00000000,146659.00000000,0.12133333,0.08136364,0.79730303,0.20269697
fig8,GNN-ActorCritic,20,8,19,16812.00000000,148188.00000000,0.11209091,0.07200000,0.81590909,0.18409091
fig8,GNN-ActorCritic,20,8,20,17590.00000000,147410.00000000,0.11160606,0.09751515,0.79087879,0.20912121
fig8,GNN-ActorCritic,30,8,1,22589.00000000,142411.00000000,0.14903030,0.09930303,0.75166667,0.24833333
fig8,GNN-ActorCritic,30,8,2,22387.00000000,142613.00000000,0.14948485,0.09136364,0.75915152,0.24084848
fig8,GNN-ActorCritic,30,8,3,21957.00000000,143043.00000000,0.14715152,0.08766667,0.76518182,0.23481818
fig8,GNN-ActorCritic,30,8,4,22409.00000000,142591.00000000,0.15009091,0.08960606,0.76030303,0.23969697
fig8,GNN-ActorCritic,30,8,5,22510.00000000,142490.00000000,0.15024242,0.09206061,0.75769697,0.24230303
fig8,GNN-ActorCritic,30,8,6,22239.00000000,142761.00000000,0.14800000,0.09281818,0.75918182,0.24081818
fig8,GNN-ActorCritic,30,8,7,23828.00000000,141172.00000000,0.16109091,0.08860606,0.75030303,0.24969697
fig8,GNN-ActorCritic,30,8,8,22844.00000000,142156.00000000,0.15187879,0.09563636,0.75248485,0.24751515
fig8,GNN-ActorCritic,30,8,9,22798.00000000,142202.00000000,0.15315152,0.08915152,0.75769697,0.24230303
fig8,GNN-ActorCritic,30,8,10,21269.00000000,143731.00000000,0.14051515,0.09336364,0.76612121,0.23387879
fig8,GNN-ActorCritic,30,8,11,24582.00000000,140418.00000000,0.16224242,0.10684848,0.73090909,0.26909091
fig8,GNN-ActorCritic,30,8,12,22396.00000000,142604.00000000,0.14718182,0.10084848,0.75196970,0.24803030
fig8,GNN-ActorCritic,30,8,13,23689.00000000,141311.00000000,0.15651515,0.10269697,0.74078788,0.25921212
fig8,GNN-ActorCritic,30,8,14,22624.00000000,142376.00000000,0.14996970,0.09660606,0.75342424,0.24657576
fig8,GNN-ActorCritic,30,8,15,21532.00000000,143468.00000000,0.14266667,0.09272727,0.76460606,0.23539394
fig8,GNN-ActorCritic,30,8,16,23377.00000000,141623.00000000,0.15469697,0.10051515,0.74478788,0.25521212
fig8,GNN-ActorCritic,30,8,17,22986.00000000,142014.00000000,0.15315152,0.09484848,0.75200000,0.24800000
fig8,GNN-ActorCritic,30,8,18,22751.00000000,142249.00000000,0.15224242,0.09136364,0.75639394,0.24360606
fig8,GNN-ActorCritic,30,8,19,22473.00000000,142527.00000000,0.14881818,0.09663636,0.75454545,0.24545455
fig8,GNN-ActorCritic,30,8,20,22171.00000000,142829.00000000,0.14506061,0.10251515,0.75242424,0.24757576
fig9,GNN-ActorCritic,10,1,1,4227.00000000,160773.00000000,0.03236364,0.00000000,0.96763636,0.03236364
fig9,GNN-ActorCritic,10,1,2,3827.00000000,161173.00000000,0.02933333,0.00000000,0.97066667,0.02933333
fig9,GNN-ActorCritic,10,1,3,4315.00000000,160685.00000000,0.03303030,0.00000000,0.96696970,0.03303030
fig9,GNN-ActorCritic,10,1,4,4515.00000000,160485.00000000,0.03454545,0.00000000,0.96545455,0.03454545
fig9,GNN-ActorCritic,10,1,5,4087.00000000,160913.00000000,0.03130303,0.00000000,0.96869697,0.03130303
fig9,GNN-ActorCritic,10,1,6,4107.00000000,160893.00000000,0.03145455,0.00000000,0.96854545,0.03145455
fig9,GNN-ActorCritic,10,1,7,4327.00000000,160673.00000000,0.03312121,0.00000000,0.96687879,0.03312121
fig9,GNN-ActorCritic,10,1,8,3751.00000000,161249.00000000,0.02875758,0.00000000,0.97124242,0.02875758
fig9,GNN-ActorCritic,10,1,9,4299.00000000,160701.00000000,0.03290909,0.00000000,0.96709091,0.03290909
fig9,GNN-ActorCritic,10,1,10,4435.00000000,160565.00000000,0.03393939,0.00000000,0.96606061,0.03393939
fig9,GNN-ActorCritic,10,1,11,4295.00000000,160705.00000000,0.03287879,0.00000000,0.96712121,0.03287879
fig9,GNN-ActorCritic,10,1,12,4131.00000000,160869.00000000,0.03163636,0.00000000,0.96836364,0.03163636
fig9,GNN-ActorCritic,10,1,13,3551.00000000,161449.00000000,0.02724242,0.00000000,0.97275758,0.02724242
fig9,GNN-ActorCritic,10,1,14,3819.00000000,161181.00000000,0.02927273,0.00000000,0.97072727,0.02927273
fig9,GNN-ActorCritic,10,1,15,4243.00000000,160757.00000000,0.03248485,0.00000000,0.96751515,0.03248485
fig9,GNN-ActorCritic,10,1,16,3655.00000000,161345.00000000,0.02803030,0.00000000,0.97196970,0.02803030
fig9,GNN-ActorCritic,10,1,17,3727.00000000,161273.00000000,0.02857576,0.00000000,0.97142424,0.02857576
fig9,GNN-ActorCritic,10,1,18,4011.00000000,160989.00000000,0.03072727,0.00000000,0.96927273,0.03072727
fig9,GNN-ActorCritic,10,1,19,4127.00000000,160873.00000000,0.03160606,0.00000000,0.96839394,0.03160606
fig9,GNN-ActorCritic,10,1,20,4703.00000000,160297.00000000,0.03596970,0.00000000,0.96403030,0.03596970
fig9,GNN-ActorCritic,20,1,1,10331.00000000,154669.00000000,0.07860606,0.00000000,0.92139394,0.07860606
fig9,GNN-ActorCritic,20,1,2,9547.00000000,155453.00000000,0.07266667,0.00000000,0.92733333,0.07266667
fig9,GNN-ActorCritic,20,1,3,8167.00000000,156833.00000000,0.06221212,0.00000000,0.93778788,0.06221212
fig9,GNN-ActorCritic,20,1,4,8987.00000000,156013.00000000,0.06842424,0.00000000,0.93157576,0.06842424
fig9,GNN-ActorCritic,20,1,5,10255.00000000,154745.00000000,0.07803030,0.00000000,0.92196970,0.07803030
fig9,GNN-ActorCritic,20,1,6,9363.00000000,155637.00000000,0.07127273,0.00000000,0.92872727,0.07127273
fig9,GNN-ActorCritic,20,1,7,9299.00000000,155701.00000000,0.07078788,0.00000000,0.92921212,0.07078788
fig9,GNN-ActorCritic,20,1,8,10087.00000000,154913.00000000,0.07675758,0.00000000,0.92324242,0.07675758
fig9,GNN-ActorCritic,20,1,9,8979.00000000,156021.00000000,0.06836364,0.00000000,0.93163636,0.06836364
fig9,GNN-ActorCritic,20,1,10,9459.00000000,155541.00000000,0.07200000,0.00000000,0.92800000,0.07200000
fig9,GNN-ActorCritic,20,1,11,9775.00000000,155225.00000000,0.07439394,0.00000000,0.92560606,0.07439394
fig9,GNN-ActorCritic,20,1,12,9775.00000000,155225.00000000,0.07439394,0.00000000,0.92560606,0.07439394
fig9,GNN-ActorCritic,20,1,13,8803.00000000,156197.00000000,0.06703030,0.00000000,0.93296970,0.06703030
fig9,GNN-ActorCritic,20,1,14,9571.00000000,155429.00000000,0.07284848,0.00000000,0.92715152,0.07284848
fig9,GNN-ActorCritic,20,1,15,9867.00000000,155133.00000000,0.07509091,0.00000000,0.92490909,0.07509091
fig9,GNN-ActorCritic,20,1,16,9675.00000000,155325.00000000,0.07363636,0.00000000,0.92636364,0.07363636
fig9,GNN-ActorCritic,20,1,17,10603.00000000,154397.00000000,0.08066667,0.00000000,0.91933333,0.08066667
fig9,GNN-ActorCritic,20,1,18,9919.00000000,155081.00000000,0.07548485,0.00000000,0.92451515,0.07548485
fig9,GNN-ActorCritic,20,1,19,9423.00000000,155577.00000000,0.07172727,0.00000000,0.92827273,0.07172727
fig9,GNN-ActorCritic,20,1,20,9403.00000000,155597.00000000,0.07157576,0.00000000,0.92842424,0.07157576
fig9,GNN-ActorCritic,30,1,1,13031.00000000,151969.00000000,0.09906061,0.00000000,0.90093939,0.09906061
fig9,GNN-ActorCritic,30,1,2,13807.00000000,151193.00000000,0.10493939,0.00000000,0.89506061,0.10493939
fig9,GNN-ActorCritic,30,1,3,12967.00000000,152033.00000000,0.09857576,0.00000000,0.90142424,0.09857576
fig9,GNN-ActorCritic,30,1,4,13863.00000000,151137.00000000,0.10536364,0.00000000,0.89463636,0.10536364
fig9,GNN-ActorCritic,30,1,5,13847.00000000,151153.00000000,0.10524242,0.00000000,0.89475758,0.10524242
fig9,GNN-ActorCritic,30,1,6,13971.00000000,151029.00000000,0.10618182,0.00000000,0.89381818,0.10618182
fig9,GNN-ActorCritic,30,1,7,14955.00000000,150045.00000000,0.11363636,0.00000000,0.88636364,0.11363636
fig9,GNN-ActorCritic,30,1,8,13827.00000000,151173.00000000,0.10509091,0.00000000,0.89490909,0.10509091
fig9,GNN-ActorCritic,30,1,9,12851.00000000,152149.00000000,0.09769697,0.00000000,0.90230303,0.09769697
fig9,GNN-ActorCritic,30,1,10,13267.00000000,151733.00000000,0.10084848,0.00000000,0.89915152,0.10084848
fig9,GNN-ActorCritic,30,1,11,13367.00000000,151633.00000000,0.10160606,0.00000000,0.89839394,0.10160606
fig9,GNN-ActorCritic,30,1,12,13099.00000000,151901.00000000,0.09957576,0.00000000,0.90042424,0.09957576
fig9,GNN-ActorCritic,30,1,13,12699.00000000,152301.00000000,0.09654545,0.00000000,0.90345455,0.09654545
fig9,GNN-ActorCritic,30,1,14,14003.00000000,150997.00000000,0.10642424,0.00000000,0.89357576,0.10642424
fig9,GNN-ActorCritic,30,1,15,12859.00000000,152141.00000000,0.09775758,0.00000000,0.90224242,0.09775758
fig9,GNN-ActorCritic,30,1,16,13175.00000000,151825.00000000,0.10015152,0.00000000,0.89984848,0.10015152
fig9,GNN-ActorCritic,30,1,17,12435.00000000,152565.00000000,0.09454545,0.00000000,0.90545455,0.09454545
fig9,GNN-ActorCritic,30,1,18,13115.00000000,151885.00000000,0.09969697,0.00000000,0.90030303,0.09969697
fig9,GNN-ActorCritic,30,1,19,13119.00000000,151881.00000000,0.09972727,0.00000000,0.90027273,0.09972727
fig9,GNN-ActorCritic,30,1,20,13455.00000000,151545.00000000,0.10227273,0.00000000,0.89772727,0.10227273
fig9,GNN-ActorCritic,10,2,1,4974.00000000,160026.00000000,0.03836364,0.00000000,0.96163636,0.03836364
fig9,GNN-ActorCritic,10,2,2,5122.00000000,159878.00000000,0.03948485,0.00000000,0.96051515,0.03948485
fig9,GNN-ActorCritic,10,2,3,4358.00000000,160642.00000000,0.03369697,0.00000000,0.96630303,0.03369697
fig9,GNN-ActorCritic,10,2,4,4222.00000000,160778.00000000,0.03266667,0.00000000,0.96733333,0.03266667
fig9,GNN-ActorCritic,10,2,5,5338.00000000,159662.00000000,0.04112121,0.00000000,0.95887879,0.04112121
fig9,GNN-ActorCritic,10,2,6,4346.00000000,160654.00000000,0.03360606,0.00000000,0.96639394,0.03360606
fig9,GNN-ActorCritic,10,2,7,4778.00000000,160222.00000000,0.03687879,0.00000000,0.96312121,0.03687879
