epoch,loss,reward,local_hit_rate,paper_hit_rate
1,0.57242980,204.20000000,0.38465774,0.52993056
2,0.38245110,179.65000000,0.34929812,0.50657490
3,0.78839445,195.97500000,0.37114177,0.54727273
4,0.30726498,205.87500000,0.37515625,0.53305308
