time_s,mean_latency_ms,p95_latency_ms,mean_distance
160.000,37.200212,73.440920,54.202726
161.000,36.574795,72.621227,53.803585
162.000,36.744884,71.990547,53.886645
163.000,36.405276,72.006568,53.575536
164.000,36.720710,73.463170,53.774780
165.000,36.259448,72.179601,53.422594
166.000,36.470158,72.345388,53.571968
167.000,36.324983,72.843045,53.496522
168.000,36.783124,73.158802,53.874732
169.000,36.273313,73.047499,53.444972
170.000,36.236369,72.428878,53.405731
171.000,36.317849,74.212792,53.455866
172.000,36.475532,73.775048,53.600254
173.000,36.578253,73.398432,53.781094
174.000,37.037275,74.791794,54.056828
175.000,36.788181,73.556116,53.997359
176.000,37.250136,74.635904,54.330846
177.000,37.161979,73.614868,54.231620
178.000,37.635337,74.920022,54.629845
179.000,37.417464,73.818942,54.480924
180.000,38.027728,76.094860,54.975873
181.000,38.213731,75.488113,55.217734
182.000,38.199150,76.436040,55.155549
183.000,38.335387,75.950090,55.251011
184.000,38.055905,75.599502,55.104805
185.000,38.234791,75.685584,55.128647
186.000,38.456719,76.574093,55.330004
187.000,38.456272,76.016549,55.255386
188.000,38.526020,76.303484,55.422467
189.000,38.737687,76.043610,55.473053
190.000,38.685258,76.402901,55.580851
191.000,38.832856,76.250081,55.600003
192.000,38.625396,76.389742,55.452492
193.000,38.313516,75.563180,55.111833
194.000,38.367247,76.163097,55.098972
195.000,38.024112,75.786785,54.805899
196.000,38.386235,76.213258,55.084417
197.000,38.350229,75.255015,55.023247
198.000,38.425291,76.449648,55.159577
199.000,38.767549,75.871566,55.482322
200.000,38.500820,75.856719,55.317128
201.000,38.610967,73.894026,55.373870
202.000,38.598209,74.236933,55.487041
203.000,39.027941,74.441669,55.865332
204.000,39.501762,75.309310,56.307939
205.000,39.300624,74.030962,56.061947
206.000,39.160589,73.984372,56.102064
207.000,38.582822,71.051432,55.567646
208.000,39.046358,71.661675,56.059773
209.000,38.765635,70.689916,55.777982
210.000,38.403645,69.253392,55.549176
211.000,38.206717,69.164368,55.310283
212.000,38.469842,70.309050,55.634048
213.000,38.436232,68.814139,55.625236
214.000,38.528909,70.308283,55.604099
215.000,38.021885,67.632404,55.253052
216.000,38.260971,68.940748,55.512437
217.000,38.267146,68.889232,55.455315
218.000,38.308147,69.889321,55.548463
219.000,37.856497,68.325255,55.107541
220.000,37.736187,69.365774,55.057616
221.000,38.133777,69.208062,55.436165
222.000,37.531569,67.764861,55.022671
223.000,37.794875,68.300629,55.191463
224.000,37.891849,68.742074,55.332783
225.000,38.183937,69.174119,55.530289
226.000,37.855017,69.511918,55.279652
227.000,38.084353,70.688875,55.294673
228.000,38.440724,71.701642,55.641888
229.000,38.527208,71.311049,55.717116
230.000,38.488257,73.410549,55.594553
231.000,38.472980,71.040585,55.692326
232.000,38.668249,73.415028,55.796737
233.000,38.571303,72.964455,55.669951
234.000,38.532726,73.392028,55.604185
235.000,38.334517,73.684935,55.438948
236.000,38.684044,74.276956,55.657045
237.000,38.709210,73.113427,55.799238
238.000,38.856507,73.177507,55.836600
239.000,37.957249,72.872643,55.084795
240.000,38.415880,71.876503,55.478525
241.000,38.095085,72.330232,55.177832
242.000,38.486318,70.644158,55.592230
243.000,38.156012,70.004347,55.412107
244.000,38.204940,69.189977,55.429538
245.000,38.663592,70.642494,55.898144
246.000,37.918175,70.002943,55.317449
247.000,38.392362,70.932124,55.684416
248.000,37.899910,67.822128,55.364346
249.000,38.562777,70.916006,55.902707
250.000,38.082751,67.718929,55.554116
251.000,38.497354,70.012625,55.899057
252.000,38.122470,69.405175,55.503194
253.000,38.926161,70.568365,56.198282
254.000,38.539526,71.847929,55.811034
255.000,39.664317,73.558027,56.767162
256.000,38.889553,73.776611,56.019925
257.000,39.488953,72.888633,56.659218
258.000,39.067658,72.791498,56.273007
259.000,38.950433,72.221809,56.134820
260.000,38.988499,70.639410,56.282444
261.000,38.490938,70.848534,55.752580
262.000,38.419184,70.287164,55.774213
263.000,38.517925,70.007309,55.810634
264.000,38.579437,71.177734,55.816861
265.000,38.689230,71.654944,55.847524
266.000,39.098264,73.333947,56.062850
267.000,39.441813,73.243038,56.330652
268.000,38.734238,72.569482,55.640071
269.000,39.785695,72.871923,56.593693
270.000,39.444387,73.145241,56.234447
271.000,39.537729,73.095780,56.398044
272.000,39.424736,73.551062,56.181318
273.000,38.917323,71.527779,55.858373
274.000,39.186993,72.513851,56.017411
275.000,38.653082,70.564904,55.588179
276.000,38.516970,69.628469,55.539401
277.000,38.243987,69.394041,55.337142
278.000,38.306392,70.358607,55.296167
279.000,38.191986,70.616768,55.148883
280.000,38.449083,70.750698,55.341405
281.000,38.159801,69.945875,55.123350
282.000,38.000283,70.567731,55.054941
283.000,38.166124,70.569515,55.018367
284.000,38.314171,71.221384,55.305435
285.000,38.550740,70.755751,55.509411
286.000,38.672671,70.908075,55.745193
287.000,38.554581,70.468569,55.529535
288.000,38.264706,68.973165,55.450113
289.000,38.011205,68.713761,55.107938
290.000,37.866609,68.177912,55.130421
291.000,37.921036,68.725394,55.047516
292.000,38.202520,67.095075,55.412040
293.000,37.943158,67.310296,55.091319
294.000,38.365243,67.631543,55.529595
295.000,38.624434,66.736370,55.726591
296.000,38.748001,66.659807,55.818821
297.000,38.643676,66.367739,55.767707
298.000,38.756138,67.472293,55.731826
299.000,38.623737,65.815552,55.770036
300.000,38.638625,66.810139,55.727404
