epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.22551407,263.27500000,0.47070188,0.56962550
2,1.50152536,231.60000000,0.41645585,0.51458581
3,0.57528825,249.55000000,0.43750879,0.54458469
4,1.12007646,251.57500000,0.42343254,0.51311260
