epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.10596279,6.43875000,0.40843998,0.54834573
2,1.94810551,6.08750000,0.44170477,0.56334438
3,1.91047878,5.22625000,0.39220734,0.48668403
4,1.93347673,6.70500000,0.44689484,0.52886905
5,1.91808113,7.15937500,0.48630885,0.58932968
6,1.96226936,5.70812500,0.41431548,0.49389385
7,1.97822445,6.81812500,0.46185020,0.51597966
8,1.98254601,6.66125000,0.46541419,0.53180308
