scheme,cache_capacity,n_sbs,reward_mean,cost_mean,local_hit_mean,neighbor_fetch_mean,cloud_fetch_mean,paper_hit_mean
Random,30,8,3186.30000000,29813.70000000,0.09909091,0.09712121,0.80378788,0.19621212
C-epsilon-greedy,30,8,3456.00000000,29544.00000000,0.10666667,0.10318182,0.79015152,0.20984848
Thompson,30,8,3177.10000000,29822.90000000,0.09893939,0.09636364,0.80469697,0.19530303
BSG-like,30,8,3461.90000000,29538.10000000,0.10893939,0.09378788,0.79727273,0.20272727
EFNRL-like,30,8,4759.40000000,28240.60000000,0.15757576,0.09727273,0.74515152,0.25484848
GNN-ActorCritic,30,8,3275.70000000,29724.30000000,0.09939394,0.10893939,0.79166667,0.20833333
GNN-ActorCritic,30,8,3233.10000000,29766.90000000,0.10060606,0.09772727,0.80166667,0.19833333
