sbs_max_speed,fixed_mean_latency_ms,moving_mean_latency_ms
0.5,33.23980657839617,18.113091819645376
1.0,33.23980657839617,13.14066890267708
1.5,33.23980657839617,10.99259258045475
2.0,33.23980657839617,10.750849494962651
