epoch,loss,reward,local_hit_rate,paper_hit_rate
1,3.09596345,3.07500000,0.08534461,0.15716383
2,2.97674399,3.68333333,0.11686434,0.16097599
3,2.92369496,2.78500000,0.08315456,0.10655921
