epoch,loss,reward,local_hit_rate,paper_hit_rate
1,0.38852697,4.80468750,0.07544793,0.13819055
2,0.27532374,4.88750000,0.07185903,0.14010202
3,0.26998643,4.54125000,0.06749636,0.14019353
4,0.27140255,4.49343750,0.06439704,0.13837066
5,0.26796500,4.78531250,0.06632490,0.13513899
6,0.26122496,4.07343750,0.05709388,0.13623329
