epoch,loss,reward,local_hit_rate,paper_hit_rate
1,3.16021566,5.48611111,0.08117092,0.15070420
2,3.13573031,4.95944444,0.06866388,0.15091600
3,3.14196996,5.03750000,0.07066097,0.15208169
