scheme,reward_mean,local_hit_mean,neighbor_fetch_mean,cloud_fetch_mean,paper_hit_mean
TemporalGraph,300.00000000,0.48096140,0.06831019,0.40072842,0.54927158
AWFDRL,243.80000000,0.41201389,0.11505952,0.38959325,0.52707341
MAAFDRL,117.93333333,0.24186839,0.08930946,0.60215548,0.33117785
DTS-DDPG,269.03333333,0.45074405,0.13339616,0.36585979,0.58414021
