epoch,loss,reward,local_hit_rate,paper_hit_rate
1,3.06807885,2.42250000,0.07189708,0.14608067
2,2.96850246,3.02875000,0.12217702,0.16094032
3,2.91025507,2.69500000,0.09012684,0.11399183
