epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.10821862,6.45687500,0.41141617,0.54626240
2,1.95115509,6.05687500,0.44014227,0.56178188
3,1.91352393,5.20687500,0.39168651,0.49189236
4,1.93645755,6.70000000,0.44923859,0.52730655
5,1.92554872,7.13312500,0.48703801,0.58828801
6,1.96498669,5.72500000,0.41500992,0.49556796
7,1.98219377,6.83562500,0.46310020,0.51722966
8,1.99047430,6.62312500,0.46614335,0.53128224
