epoch,loss,reward,local_hit_rate,paper_hit_rate
1,1.67601323,238.60000000,0.42744544,0.56800347
2,2.40238283,214.15000000,0.41015377,0.53360615
3,2.08697615,224.17500000,0.40203734,0.54257576
4,0.37230922,213.30000000,0.36391369,0.50883929
