epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.92018683,5.25156250,0.08681108,0.13753759
2,2.71757975,4.90437500,0.07334170,0.13943707
3,2.68518369,4.61343750,0.07040900,0.14207006
4,2.67593277,4.43281250,0.06184105,0.13965638
5,2.67523034,4.65843750,0.06352146,0.13361898
6,2.67400993,4.24093750,0.06100295,0.13767836
