time_s,mean_latency_ms,p95_latency_ms,mean_distance
248.000,6.920923,8.186425,38.118465
249.000,6.913588,8.153192,38.171751
250.000,6.941068,8.310917,38.121352
251.000,6.906791,8.091945,38.135817
252.000,6.910144,8.124245,38.102874
253.000,6.912261,8.161503,38.145227
254.000,6.913509,8.142055,38.170183
255.000,6.912941,8.113083,38.158812
256.000,6.908725,8.108085,38.174500
257.000,6.906866,8.114784,38.137320
258.000,6.907617,8.138837,38.152350
259.000,6.906053,8.162391,38.121058
260.000,6.925363,8.191046,38.107260
261.000,6.905577,8.081733,38.111550
262.000,6.904776,8.095696,38.095517
263.000,6.902627,8.049129,38.052537
264.000,6.905564,8.065774,38.111288
265.000,6.912055,8.060702,38.141100
266.000,6.907759,8.046093,38.155183
267.000,6.916257,8.080356,38.125146
268.000,6.905663,8.052546,38.113268
269.000,6.906042,8.042238,38.120841
270.000,6.936129,8.187945,38.322573
271.000,6.921399,8.127188,38.327982
272.000,6.925554,8.161340,38.311080
273.000,6.912323,8.099996,38.246463
274.000,6.913567,8.103046,38.271344
275.000,6.912220,8.061017,38.244396
276.000,6.916658,8.113513,38.233168
277.000,6.921923,8.060510,38.238463
278.000,6.913378,8.061016,38.267557
279.000,6.913213,8.049406,38.264270
280.000,6.927847,8.123443,37.956943
281.000,6.899484,8.037513,37.989678
282.000,6.901109,8.022738,38.022181
283.000,6.908143,8.063281,38.062855
284.000,6.907163,8.071174,38.043255
285.000,6.905874,8.081905,38.117483
286.000,6.910255,8.103467,38.105094
287.000,6.903074,8.110386,38.061484
288.000,6.902629,8.071662,38.052584
289.000,6.905156,8.110864,38.003124
290.000,6.922408,8.192322,38.048169
291.000,6.900929,8.055244,38.018574
292.000,6.898014,8.045647,37.960272
293.000,6.899457,8.074838,37.989143
294.000,6.896429,8.097411,37.928581
295.000,6.894727,8.068128,37.894542
296.000,6.895166,8.055472,37.903329
297.000,6.900352,8.073145,37.907041
298.000,6.900680,8.064518,37.913591
299.000,6.900947,8.102852,37.918936
300.000,6.938166,8.232708,37.963315
