epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.96104393,0.75500000,0.05108974,0.05108974
2,2.76823188,0.46500000,0.02926587,0.02926587
3,2.67369173,1.68250000,0.07456044,0.07768544
