epoch,loss,reward,local_hit_rate,paper_hit_rate
1,-0.32203142,214.40000000,0.33349319,0.43310155
2,0.33653084,207.17500000,0.39344426,0.49217938
3,0.21418123,215.32500000,0.38220982,0.47688492
4,0.91435093,212.35000000,0.36937500,0.49166171
