epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.14049341,5.97062500,0.37193204,0.54313740
2,1.98384766,5.56062500,0.38799152,0.56675460
3,1.95206058,4.93687500,0.36964038,0.50787450
4,1.98987314,6.33000000,0.41712798,0.53923363
5,1.97611734,6.78375000,0.47421063,0.59214218
6,2.00310556,5.51625000,0.41286706,0.51082837
7,2.03547105,6.63875000,0.45725942,0.51789931
8,2.04083963,6.51375000,0.46223710,0.53050099
