epoch,loss,reward,local_hit_rate,paper_hit_rate
1,-1.40612634,99.80000000,0.09355870,0.13852553
2,-0.84357476,133.25000000,0.09002474,0.14906095
3,-0.93281466,62.80000000,0.08109354,0.13281451
