epoch,loss,reward,local_hit_rate,paper_hit_rate
1,3.41804737,5.80100000,0.09193789,0.14994575
2,3.19463625,5.89466667,0.09104332,0.15473935
3,3.15152564,5.20033333,0.06864506,0.15460972
4,3.15676721,5.21200000,0.06760172,0.14840651
