scheme,episode,reward,local_hit_rate,neighbor_fetch_rate,cloud_fetch_rate,paper_hit_rate
TemporalGraph,1,555.20000000,0.12985527,0.02490056,0.84524418,0.15475582
TemporalGraph,2,538.10000000,0.10390996,0.05166258,0.84442746,0.15557254
TemporalGraph,3,687.30000000,0.12909759,0.02856332,0.84233909,0.15766091
AWFDRL,1,365.90000000,0.05097851,0.10059303,0.84842846,0.15157154
AWFDRL,2,389.10000000,0.05853156,0.07922858,0.86223986,0.13776014
AWFDRL,3,322.70000000,0.05639247,0.07697565,0.86663189,0.13336811
MAAFDRL,1,272.60000000,0.07866126,0.06114273,0.86019601,0.13980399
MAAFDRL,2,282.60000000,0.08569239,0.05556735,0.85874026,0.14125974
MAAFDRL,3,264.00000000,0.09265683,0.06101769,0.84632548,0.15367452
