epoch,loss,reward,local_hit_rate,paper_hit_rate
1,0.93111432,211.92500000,0.34285331,0.44877119
2,0.35866399,213.97500000,0.39564349,0.50916599
3,0.27625204,214.77500000,0.38086806,0.47463790
4,1.90669513,207.07500000,0.33905258,0.49129712
