epoch,loss,reward,local_hit_rate,paper_hit_rate
1,3.05796788,14.73531250,0.22105095,0.37653084
2,2.78717012,15.03562500,0.22439569,0.37139652
3,2.73507520,13.60812500,0.19260571,0.36380898
4,2.73436497,14.52375000,0.21359248,0.37627093
5,2.72187441,14.93468750,0.20947066,0.36891486
6,2.72484242,14.13031250,0.19847775,0.35997724
