epoch,loss,reward,local_hit_rate,paper_hit_rate
1,2.91944078,5.05093750,0.08251278,0.13783057
2,2.72877816,4.93218750,0.07454763,0.13946515
3,2.68679395,4.60406250,0.06842555,0.14115434
4,2.67451231,4.48343750,0.06284537,0.13962860
5,2.67056204,4.79125000,0.06582881,0.13492705
6,2.66796334,4.15781250,0.05899957,0.13604936
